slug,vehicle_no,loading_out_time,unloading_in_time,origin,destination,consigner_code
CTX13V00,OD19N9249,2020-07-26 12:50:35,2020-07-27 00:09:01,MERAMANDALI,PAR,BHUSHAN
CT423V00,GJ12AZ5328,2020-07-26 11:32:37,2020-07-31 09:02:09,MERAMANDALI,BHACHAU,BHUSHAN
CTW93V00,MH46BM2775,2020-07-26 00:37:21,2020-07-27 06:30:47,KHAPOLI,PUNE (CHAKAN),BHUSHAN
CTCA3V00,MH40BL9331,2020-07-26 23:34:33,2020-07-30 08:45:38,MERAMANDALI,HYDERABAD,BHUSHAN
CTGA3V00,NL01Q6609,2020-07-26 06:03:46,2020-07-29 07:55:17,MERAMANDALI,NELLORE,BHUSHAN
CT4C3V00,PB08DG9977,2020-07-26 14:34:13,2020-07-29 23:31:32,SAHIBABAD,BARODA,BHUSHAN
CTDC3V00,MH43BP5681,2020-07-26 18:24:41,2020-07-30 22:12:57,MERAMANDALI,SALEM,BHUSHAN
CTEC3V00,NL01L5879,2020-07-26 06:04:07,2020-07-30 14:36:02,MERAMANDALI,New Delhi,BHUSHAN
CT5D3V00,NL01G6239,2020-07-26 05:56:48,2020-07-29 07:54:54,MERAMANDALI,NELLORE,BHUSHAN
CT7D3V00,NL01Q7189,2020-07-27 08:05:00,2020-07-31 20:20:23,MERAMANDALI,COIMBATORE,BHUSHAN
CTDD3V00,NL01AE1359,2020-07-26 20:04:07,2020-07-29 07:54:57,MERAMANDALI,NELLORE,BHUSHAN
CTOD3V00,RJ02GB5125,2020-07-26 10:44:38,2020-07-28 11:36:42,MERAMANDALI,NELLORE,BHUSHAN
CTPD3V00,RJ14GJ1154,2020-07-26 08:32:16,2020-07-29 09:05:39,MERAMANDALI,NELLORE,BHUSHAN
CTQD3V00,NL01N0269,2020-07-27 05:58:52,2020-07-30 06:39:46,MERAMANDALI,HYDERABAD,BHUSHAN
CTRD3V00,RJ04GB3001,2020-07-27 15:27:02,2020-07-31 12:40:59,MERAMANDALI,BHACHAU,BHUSHAN
CTWD3V00,OD19N9649,2020-07-26 12:50:07,2020-07-27 00:09:06,MERAMANDALI,PAR,BHUSHAN
CT0E3V00,RJ14GG0151,2020-07-26 17:09:00,2020-08-01 02:04:16,MERAMANDALI,Ghaziabad,BHUSHAN
CT1E3V00,OD19N9049,2020-07-26 15:10:00,2020-07-27 06:19:36,MERAMANDALI,PAR,BHUSHAN
CT2E3V00,OD19P2549,2020-07-26 15:03:18,2020-07-27 00:09:01,MERAMANDALI,PAR,BHUSHAN
CT9F3V00,UP14GT5149,2020-07-26 21:02:00,2020-07-27 06:02:16,SAHIBABAD,RUDRAPUR,BHUSHAN
CTOF3V00,NL01AC9239,2020-07-26 06:59:41,2020-08-01 08:00:31,MERAMANDALI,ANJAR,BHUSHAN
CTSF3V00,CG07BG1513,2020-07-26 13:52:39,2020-07-28 07:46:03,MERAMANDALI,HOOGHLY,BHUSHAN
CTTF3V00,RJ04GB0131,2020-07-27 03:30:15,2020-07-31 07:30:54,MERAMANDALI,ANJAR,BHUSHAN
CTJH3V00,OD04L4417,2020-07-26 16:13:24,2020-07-27 08:04:40,MERAMANDALI,KHURDA,BHUSHAN
CTAJ3V00,OD14Q7449,2020-07-26 21:27:42,2020-07-27 07:16:24,MERAMANDALI,BHUBANESWAR,BHUSHAN
CT2K3V00,OD14K5949,2020-07-26 14:56:21,2020-07-27 00:08:57,MERAMANDALI,PAR,BHUSHAN
CTMK3V00,UP74T5155,2020-07-27 01:22:26,2020-07-28 06:13:46,SAHIBABAD,LUCKNOW,BHUSHAN
CTOP3V00,OD19P2649,2020-07-26 16:55:09,2020-07-27 07:23:18,MERAMANDALI,PAR,BHUSHAN
CTQP3V00,OD19P2449,2020-07-26 20:25:26,2020-07-27 07:44:11,MERAMANDALI,PAR,BHUSHAN
CTRP3V00,OD33T6249,2020-07-26 20:24:37,2020-07-27 07:44:14,MERAMANDALI,PAR,BHUSHAN
CTIQ3V00,OD19N6449,2020-07-26 16:54:36,2020-07-27 07:09:28,MERAMANDALI,PAR,BHUSHAN
CT5R3V00,MH48AY6607,2020-07-27 10:38:56,2020-07-27 11:28:14,KHAPOLI,BHIWANDI,BHUSHAN
CT8Y3V00,UP14JT4643,2020-07-26 07:13:27,2020-07-31 03:46:34,SAHIBABAD,"RANJANGAON,DIST.PUNE",BHUSHAN
CTAZ3V00,HR38S5706,2020-07-26 00:08:03,2020-07-27 05:28:24,SAHIBABAD,LUDHIANA,BHUSHAN
CTKZ3V00,HR38W3570,2020-07-26 02:50:10,2020-07-26 03:32:12,SAHIBABAD,MANESAR,BHUSHAN
CTR54V00,MH06AQ8076,2020-07-27 19:46:18,2020-07-28 09:22:03,KHAPOLI,PUNE,BHUSHAN
CT164V00,RJ09GC4546,2020-07-26 23:30:07,2020-07-30 09:20:17,MERAMANDALI,Delhi,BHUSHAN
CT374V00,OD14K5349,2020-07-27 07:44:24,2020-07-27 23:36:26,MERAMANDALI,PAR,BHUSHAN
CTC74V00,RJ19GC6031,2020-07-27 08:59:27,2020-07-31 07:17:34,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTV84V00,HR38X4603,2020-07-26 15:46:28,2020-07-28 09:10:03,SAHIBABAD,Jalandhar,BHUSHAN
CTVF4V00,NL01AD0179,2020-07-27 17:24:52,2020-08-01 06:09:25,MERAMANDALI,HOSUR,BHUSHAN
CTCG4V00,MP09HH5823,2020-07-27 01:38:06,2020-07-29 07:28:36,KHAPOLI,INDORE,BHUSHAN
CTNG4V00,OD14K5449,2020-07-27 05:02:48,2020-07-28 00:11:25,MERAMANDALI,PAR,BHUSHAN
CTPH4V00,RJ04GA5269,2020-07-27 08:15:54,2020-08-01 09:54:56,MERAMANDALI,ANJAR,BHUSHAN
CTEJ4V00,RJ02GB5109,2020-07-27 03:43:09,2020-07-30 17:59:34,MERAMANDALI,NELLORE,BHUSHAN
CT8K4V00,HR55U6537,2020-07-27 03:36:32,2020-07-30 18:00:07,MERAMANDALI,NELLORE,BHUSHAN
CT0O4V00,MH46AR9040,2020-07-28 06:12:29,2020-07-28 15:38:21,KHAPOLI,SILVASSA,BHUSHAN
CT4O4V00,OD19P2317,2020-07-27 23:49:57,2020-07-28 16:51:28,MERAMANDALI,PAR,BHUSHAN
CT5O4V00,OD14K1949,2020-07-27 04:56:27,2020-07-27 23:21:49,MERAMANDALI,PAR,BHUSHAN
CTUX4V00,OD04M6917,2020-07-28 00:52:58,2020-07-28 16:52:03,MERAMANDALI,PAR,BHUSHAN
CT135V00,NL01L6399,2020-07-27 18:27:44,2020-08-01 06:01:43,MERAMANDALI,SECUNDERABAD,BHUSHAN
CT745V00,HR38R1239,2020-07-27 04:21:06,2020-07-27 07:12:16,SAHIBABAD,JHAJJAR,BHUSHAN
CT945V00,HR38X6659,2020-07-27 23:12:05,2020-07-28 08:00:52,SAHIBABAD,NEEMRANA,BHUSHAN
CT855V00,RJ02GB2725,2020-07-27 09:04:48,2020-07-31 09:45:06,MERAMANDALI,NELLORE,BHUSHAN
CTA55V00,RJ02GA8666,2020-07-27 09:00:34,2020-07-31 11:14:49,MERAMANDALI,NELLORE,BHUSHAN
CTC55V00,OD04M1351,2020-07-27 08:06:12,2020-07-31 14:35:53,MERAMANDALI,NELLORE,BHUSHAN
CTF55V00,MH48T4775,2020-07-27 10:10:55,2020-08-01 06:32:57,MERAMANDALI,TALOJA,BHUSHAN
CTG55V00,MH48T7417,2020-07-27 19:35:35,2020-08-01 07:45:54,MERAMANDALI,TALOJA,BHUSHAN
CTH55V00,MH48AG1376,2020-07-27 10:10:16,2020-08-01 06:33:38,MERAMANDALI,TALOJA,BHUSHAN
CTO55V00,RJ04GB2767,2020-07-27 00:42:08,2020-08-01 02:13:43,MERAMANDALI,BHACHAU,BHUSHAN
CTS95V00,OD19N9149,2020-07-28 10:12:56,2020-07-28 16:59:20,MERAMANDALI,PAR,BHUSHAN
CTOP5V00,UP13AT0542,2020-07-27 23:19:20,2020-07-28 03:56:11,SAHIBABAD,BAWAL,BHUSHAN
CTYP5V00,MH40BG1496,2020-07-28 07:59:37,2020-07-30 09:41:45,KHAPOLI,NAGPUR BUTIBORI,BHUSHAN
CTVW5V00,HR38X5144,2020-07-27 23:12:54,2020-07-29 10:14:24,SAHIBABAD,KANNAUJ,BHUSHAN
CTJY5V00,HR38S9490,2020-07-27 23:36:57,2020-07-28 03:50:50,SAHIBABAD,JHAJJAR,BHUSHAN
CTO56V00,HR55V4682,2020-07-28 00:24:50,2020-07-28 04:38:32,SAHIBABAD,SHAMLI,BHUSHAN
CTT56V00,PB12Y0209,2020-07-28 00:45:24,2020-07-29 12:26:49,SAHIBABAD,LUDHIANA,BHUSHAN
CTC66V00,MH46BM2775,2020-07-29 16:35:04,2020-07-30 06:58:24,KHAPOLI,PUNE PIMPRI,BHUSHAN
CTE66V00,MH46BM2775,2020-07-29 16:35:04,2020-07-30 06:58:24,KHAPOLI,PUNE PIMPRI,BHUSHAN
CT476V00,HR55P7694,2020-07-27 16:49:33,2020-07-28 07:19:23,SAHIBABAD,ROHTAK,BHUSHAN
CT676V00,MP33H1306,2020-07-27 23:20:37,2020-07-28 06:56:13,SAHIBABAD,Haldwani,BHUSHAN
CT876V00,UP14FT7450,2020-07-27 23:17:14,2020-07-28 06:38:15,SAHIBABAD,HAPUR,BHUSHAN
CTZ76V00,RJ19GF7361,2020-07-28 08:21:03,2020-08-01 12:29:03,MERAMANDALI,ANJAR,BHUSHAN
CT386V00,OD19P7249,2020-07-28 19:45:25,2020-07-29 06:59:30,MERAMANDALI,GOPINATHPUR-CUTTACK,BHUSHAN
CT6A6V00,OD19P2349,2020-07-28 04:16:09,2020-07-28 14:53:18,MERAMANDALI,GOPINATHPUR-CUTTACK,BHUSHAN
CTBA6V00,OD04K6014,2020-07-28 03:49:24,2020-08-01 09:40:23,MERAMANDALI,SALEM,BHUSHAN
CTRA6V00,MH46AR2775,2020-07-29 07:42:38,2020-07-29 09:41:48,KHAPOLI,PUNE,BHUSHAN
CTAC6V00,OD04M2411,2020-07-28 01:50:05,2020-08-01 18:26:09,MERAMANDALI,BUDHGAON,BHUSHAN
CTGE6V00,PB11AT8465,2020-07-28 03:55:42,2020-07-29 00:36:10,SAHIBABAD,MOHALI,BHUSHAN
CT1H6V00,HR55AA2291,2020-07-28 04:59:45,2020-07-31 06:18:39,SAHIBABAD,BARODA,BHUSHAN
CTTI6V00,RJ30GB0533,2020-07-28 07:45:41,2020-08-02 14:42:10,MERAMANDALI,ANJAR,BHUSHAN
CT2J6V00,RJ04GB0418,2020-07-28 09:08:16,2020-08-02 10:46:48,MERAMANDALI,ANJAR,BHUSHAN
CTGK6V00,HR38X4369,2020-07-28 15:16:23,2020-07-29 02:25:21,SAHIBABAD,MOHALI,BHUSHAN
CTHK6V00,RJ04GB7431,2020-07-28 17:41:39,2020-08-01 07:34:43,MERAMANDALI,TALOJA,BHUSHAN
CTIK6V00,OD14A8417,2020-07-28 20:49:32,2020-07-29 03:21:43,MERAMANDALI,BHUBANESHWAR,BHUSHAN
CTTK6V00,UP12T8808,2020-07-28 00:23:15,2020-07-28 04:39:38,SAHIBABAD,MEERUT,BHUSHAN
CT8N6V00,HR38W3570,2020-07-28 03:11:13,2020-07-28 03:41:03,SAHIBABAD,NEW DELHI,BHUSHAN
CTMR6V00,HR38X7760,2020-07-29 00:35:29,2020-07-29 13:33:47,SAHIBABAD,RAMPUR,BHUSHAN
CT4U6V00,RJ04GB4252,2020-07-28 09:07:42,2020-08-01 07:35:23,MERAMANDALI,TALOJA,BHUSHAN
CT5U6V00,OD04P6158,2020-07-28 18:08:33,2020-07-30 06:39:49,MERAMANDALI,HALDIA,BHUSHAN
CT6U6V00,RJ07GD3150,2020-07-28 03:46:03,2020-07-31 16:47:51,MERAMANDALI,NELLORE,BHUSHAN
CT7W6V00,RJ02GB8125,2020-07-28 19:57:48,2020-08-01 06:34:44,MERAMANDALI,SECUNDERABAD,BHUSHAN
CT9W6V00,RJ14GG1211,2020-07-28 10:05:05,2020-08-02 13:40:34,MERAMANDALI,ANJAR,BHUSHAN
CTAW6V00,RJ02GB3188,2020-07-28 08:23:19,2020-08-01 05:01:20,MERAMANDALI,HYDERABAD,BHUSHAN
CTBY6V00,NL01L5749,2020-07-29 11:03:52,2020-08-03 07:15:44,MERAMANDALI,COIMBATORE,BHUSHAN
CTZ37V00,PB13BH9454,2020-07-28 20:08:13,2020-07-30 08:39:02,MERAMANDALI,HALDIA,BHUSHAN
CT247V00,NL01AD9310,2020-07-28 23:23:52,2020-07-30 08:38:51,MERAMANDALI,HALDIA,BHUSHAN
CTJ47V00,OD04K5024,2020-07-28 13:16:22,2020-08-02 09:14:24,MERAMANDALI,"PULLUVAZHY, ERNAKULAM",BHUSHAN
CTN47V00,CG04JE0321,2020-07-28 15:48:52,2020-08-02 19:43:22,MERAMANDALI,KHOPOLI,BHUSHAN
CTK57V00,RJ14GE8888,2020-07-29 12:39:48,2020-08-03 10:04:07,MERAMANDALI,ANJAR,BHUSHAN
CTL57V00,NL01AC0711,2020-07-29 06:43:54,2020-07-30 05:20:03,MERAMANDALI,HOOGHLY,BHUSHAN
CTM57V00,UP16FT2146,2020-07-28 03:58:29,2020-07-28 04:56:17,SAHIBABAD,PALWAL,BHUSHAN
CTQ57V00,DL1GC4777,2020-07-28 06:12:53,2020-07-28 06:54:02,SAHIBABAD,Loha Mandi Ghaziabad,BHUSHAN
CT277V00,HR55L7860,2020-07-28 03:44:44,2020-07-28 03:57:44,SAHIBABAD,New Delhi,BHUSHAN
CT997V00,MH15BJ4686,2020-07-28 22:48:42,2020-07-29 11:56:41,KHAPOLI,JNP,BHUSHAN
CTBJ7V00,RJ04GA7167,2020-07-28 09:09:18,2020-08-02 12:01:00,MERAMANDALI,ANJAR,BHUSHAN
CT4K7V00,MH06AQ4256,2020-07-28 17:19:56,2020-07-29 12:28:51,KHAPOLI,JNP,BHUSHAN
CTSN7V00,RJ29GA5902,2020-07-28 19:58:27,2020-07-31 13:45:39,MERAMANDALI,NELLORE,BHUSHAN
CTTQ7V00,MH06AC8266,2020-07-28 22:50:17,2020-07-29 12:02:38,KHAPOLI,JNP,BHUSHAN
CT6S7V00,HR38U2067,2020-07-29 01:38:25,2020-07-30 20:46:17,SAHIBABAD,VARANASI,BHUSHAN
CTIY7V00,RJ02GB8476,2020-07-28 20:05:04,2020-08-01 12:28:34,MERAMANDALI,NELLORE,BHUSHAN
CT818V00,AP16TH9338,2020-07-29 01:08:24,2020-07-31 08:26:43,MERAMANDALI,PENUGANCHIPROLU,BHUSHAN
CT528V00,RJ39GA2401,2020-07-28 21:53:49,2020-07-30 05:07:23,MERAMANDALI,NAGPUR,BHUSHAN
CTG28V00,OD33T4549,2020-07-28 20:07:36,2020-07-29 07:34:25,MERAMANDALI,PAR,BHUSHAN
CTL28V00,RJ39GA2021,2020-07-29 06:51:47,2020-08-02 05:29:05,MERAMANDALI,ANJAR,BHUSHAN
CTF38V00,HR55Q7246,2020-07-29 01:02:00,2020-08-01 22:38:46,MERAMANDALI,New Delhi,BHUSHAN
CTUD8V00,HR55AF2282,2020-07-28 16:49:11,2020-07-28 21:37:36,SAHIBABAD,JHAJJAR,BHUSHAN
CTUG8V00,HR73A3455,2020-07-29 05:12:49,2020-07-29 23:16:59,SAHIBABAD,LUCKNOW,BHUSHAN
CTLI8V00,HR38S5706,2020-07-28 18:07:21,2020-07-30 08:38:15,SAHIBABAD,Ludhiana,BHUSHAN
CT7L8V00,UP71AT0558,2020-07-29 01:31:58,2020-07-29 03:44:40,SAHIBABAD,SAMPLA,BHUSHAN
CT0M8V00,GJ12AT7587,2020-07-29 06:44:14,2020-08-04 01:47:12,MERAMANDALI,ANJAR,BHUSHAN
CTXM8V00,UP16FT2146,2020-07-28 22:49:57,2020-07-29 00:35:15,SAHIBABAD,REWARI,BHUSHAN
CT7N8V00,RJ04GB6041,2020-07-29 06:44:32,2020-08-04 01:04:44,MERAMANDALI,ANJAR,BHUSHAN
CT4X8V00,MH06AQ4796,2020-07-29 15:04:49,2020-07-30 12:08:03,KHAPOLI,JNP,BHUSHAN
CT6X8V00,GJ12BW7387,2020-07-30 07:30:44,2020-07-30 20:39:05,SAHIBABAD,ALWAR,BHUSHAN
CTTY8V00,UP12T8808,2020-07-30 00:14:10,2020-07-30 13:28:58,SAHIBABAD,SAHARANPUR,BHUSHAN
CTY19V00,UP21CN5129,2020-07-29 03:29:12,2020-07-29 05:57:54,SAHIBABAD,GAUTAMBUDHA NAGAR,BHUSHAN
CTY29V00,NL01G6689,2020-07-29 08:01:55,2020-08-03 07:15:24,MERAMANDALI,COIMBATORE,BHUSHAN
CTW39V00,RJ02GB2164,2020-07-29 09:39:53,2020-08-01 12:28:17,MERAMANDALI,NELLORE,BHUSHAN
CT849V00,HR38S6583,2020-07-29 04:17:30,2020-07-30 08:41:36,SAHIBABAD,LUDHIANA,BHUSHAN
CTM49V00,RJ04GB6131,2020-07-29 10:19:26,2020-08-02 05:44:40,MERAMANDALI,NANI DAMAN (UT),BHUSHAN
CTN49V00,RJ02GB7107,2020-07-29 08:22:24,2020-08-01 10:20:55,MERAMANDALI,NELLORE,BHUSHAN
CTS49V00,HR55X1288,2020-07-29 15:41:59,2020-07-29 18:54:37,SAHIBABAD,ROHTAK,BHUSHAN
CT659V00,RJ02GB0717,2020-07-29 12:42:18,2020-08-02 00:52:25,MERAMANDALI,CHENNAI,BHUSHAN
CTHC9V00,RJ19GE3747,2020-07-28 23:36:51,2020-07-30 09:21:22,MERAMANDALI,RAIPUR,BHUSHAN
CTMD9V00,OD04K3096,2020-07-30 07:37:23,2020-08-05 12:08:22,MERAMANDALI,COIMBATORE,BHUSHAN
CTQD9V00,OD04K4621,2020-07-31 00:39:25,2020-08-06 06:06:23,MERAMANDALI,COIMBATORE,BHUSHAN
CT0E9V00,MH43BP5346,2020-07-29 00:42:32,2020-08-02 20:03:02,MERAMANDALI,COIMBATORE,BHUSHAN
CT3E9V00,NL01G8917,2020-07-30 07:14:57,2020-07-31 09:42:11,MERAMANDALI,HALDIA,BHUSHAN
CT7E9V00,UP14HT4150,2020-07-29 01:34:09,2020-08-04 07:45:57,MERAMANDALI,Ghaziabad,BHUSHAN
CT8E9V00,NL01AD8472,2020-07-29 06:44:49,2020-08-01 11:45:08,MERAMANDALI,HYDERABAD,BHUSHAN
CTPI9V00,RJ01GC2058,2020-07-29 15:46:24,2020-07-30 21:54:19,SAHIBABAD,Jodhpur,BHUSHAN
CTDJ9V00,PB10ES9618,2020-07-29 15:12:57,2020-07-30 10:12:13,SAHIBABAD,Ludhiana,BHUSHAN
CT9L9V00,RJ42GA0590,2020-07-29 03:54:23,2020-07-31 06:14:16,MERAMANDALI,SHOBHAPUR,BHUSHAN
CTKM9V00,HR38U3288,2020-07-29 12:29:51,2020-07-30 10:25:43,SAHIBABAD,Ludhiana,BHUSHAN
CTLM9V00,NL01AD0549,2020-07-07 07:21:41,2020-07-11 17:32:29,MERAMANDALI,NANI DAMAN (UT),BHUSHAN
CTKN9V00,RJ01GC2058,2020-07-29 15:46:24,2020-07-30 22:36:01,SAHIBABAD,Jodhpur,BHUSHAN
CT2Q9V00,NL01Q0329,2020-07-30 01:59:21,2020-08-04 06:56:49,MERAMANDALI,KOTTAYAM,BHUSHAN
CTUX9V00,HR38U1827,2020-07-29 03:05:20,2020-07-30 17:42:57,SAHIBABAD,JAMMU,BHUSHAN
CTQ0AV00,HR38X4590,2020-07-29 16:22:00,2020-07-30 21:18:02,SAHIBABAD,DERABASSI,BHUSHAN
CTS1AV00,MH43BP5346,2020-07-30 07:33:58,2020-08-02 20:03:02,MERAMANDALI,COIMBATORE,BHUSHAN
CTL7AV00,NL01G5919,2020-07-30 01:59:48,2020-08-04 06:56:48,MERAMANDALI,KOTTAYAM,BHUSHAN
CT8AAV00,MH06AC9684,2020-07-30 13:37:02,2020-07-31 11:10:09,KHAPOLI,JNP,BHUSHAN
CTJBAV00,HR55M1405,2020-07-29 23:38:23,2020-07-30 06:29:58,SAHIBABAD,BAWAL,BHUSHAN
CTAFAV00,HR55X8106,2020-07-29 17:44:34,2020-07-29 21:29:10,SAHIBABAD,JHAJJAR,BHUSHAN
CTPFAV00,UP74T2223,2020-07-30 01:44:14,2020-07-30 20:34:18,SAHIBABAD,Kanpur,BHUSHAN
CT2GAV00,HR38S6572,2020-07-30 00:20:36,2020-07-30 23:22:57,SAHIBABAD,LUDHIANA,BHUSHAN
CTSHAV00,MH06AC9684,2020-07-30 13:37:02,2020-07-31 11:10:09,KHAPOLI,JNP,BHUSHAN
CTQKAV00,OD33S6749,2020-07-29 20:17:00,2020-07-30 10:45:24,MERAMANDALI,BHUBANESWAR,BHUSHAN
CTKLAV00,OD33T2949,2020-07-29 19:56:13,2020-07-30 09:27:40,MERAMANDALI,KHORDA,BHUSHAN
CTNLAV00,RJ02GB0739,2020-07-30 06:22:34,2020-08-02 04:36:50,MERAMANDALI,HYDERABAD,BHUSHAN
CTMRAV00,WB11E7217,2020-07-30 07:15:24,2020-07-31 08:17:53,MERAMANDALI,HALDIA,BHUSHAN
CTHSAV00,PB12T3536,2020-07-29 23:23:28,2020-07-31 02:18:25,SAHIBABAD,Jalandhar,BHUSHAN
CT6UAV00,RJ02GB2709,2020-07-30 05:55:21,2020-07-31 11:19:51,MERAMANDALI,HALDIA,BHUSHAN
CTY0BV00,RJ19GF6987,2020-07-30 06:02:05,2020-08-02 07:14:50,MERAMANDALI,BHOPAL,BHUSHAN
CT84BV00,MH46F4737,2020-07-30 04:21:21,2020-07-31 07:47:11,KHAPOLI,PUNE,BHUSHAN
CTN4BV00,NL01Q7999,2020-07-30 21:15:18,2020-08-03 06:54:31,MERAMANDALI,SECUNDERABAD,BHUSHAN
CTRABV00,MH46BM2793,2020-07-30 06:31:44,2020-07-30 09:31:09,KHAPOLI,PUNE,BHUSHAN
CTCBBV00,OD04K3779,2020-07-30 11:49:27,2020-08-05 18:33:23,MERAMANDALI,KERALA PALA,BHUSHAN
CTDBBV00,OD19P4349,2020-07-30 02:28:10,2020-07-30 10:52:19,MERAMANDALI,BHUBANESHWAR,BHUSHAN
CTDCBV00,NL01AA8369,2020-07-30 17:53:04,2020-07-31 00:28:37,SAHIBABAD,JHAJJAR,BHUSHAN
CTJEBV00,OD04N3354,2020-07-30 22:32:21,2020-08-01 06:23:26,MERAMANDALI,HALDIA,BHUSHAN
CTOEBV00,NL01AE4215,2020-07-30 21:07:55,2020-08-01 06:29:03,MERAMANDALI,HALDIA,BHUSHAN
CTOLBV00,MH06AQ4256,2020-08-01 21:07:52,2020-08-02 10:06:04,KHAPOLI,JNP,BHUSHAN
CTULBV00,RJ02GA5897,2020-07-30 14:13:32,2020-08-02 08:04:56,MERAMANDALI,HYDERABAD,BHUSHAN
CTYLBV00,RJ04GB7239,2020-07-30 10:10:15,2020-08-02 07:23:32,MERAMANDALI,KHOPOLI,BHUSHAN
CTBMBV00,RJ04GA7457,2020-07-29 23:39:40,2020-08-05 02:25:36,MERAMANDALI,ANJAR,BHUSHAN
CTWMBV00,RJ09GC9171,2020-07-30 05:51:17,2020-08-04 04:30:08,MERAMANDALI,FARIDABAD,BHUSHAN
CTXMBV00,NL01L9379,2020-07-30 05:51:11,2020-08-04 05:40:12,MERAMANDALI,PANIPAT,BHUSHAN
CT0NBV00,RJ19GC1796,2020-07-30 21:28:06,2020-08-04 10:44:41,MERAMANDALI,KHOPOLI,BHUSHAN
CT1NBV00,RJ02GB8295,2020-07-30 13:18:36,2020-08-02 07:59:59,MERAMANDALI,HYDERABAD,BHUSHAN
CT2NBV00,NL01AB3359,2020-07-30 05:58:08,2020-08-04 05:39:57,MERAMANDALI,PANIPAT,BHUSHAN
CT3NBV00,OD04M2979,2020-07-30 11:57:53,2020-08-05 18:26:13,MERAMANDALI,KERALA PALA,BHUSHAN
CT5NBV00,OD04P2334,2020-07-30 11:07:25,2020-08-05 10:44:23,MERAMANDALI,COIMBATORE,BHUSHAN
CT6NBV00,RJ14GK1722,2020-07-30 14:18:30,2020-08-02 11:08:56,MERAMANDALI,HYDERABAD,BHUSHAN
CT9OBV00,HR38W1523,2020-07-29 04:35:35,2020-07-30 22:01:32,SAHIBABAD,Gorakhpur,BHUSHAN
CTAOBV00,NL01N4153,2020-07-28 15:05:02,2020-08-03 03:34:12,SAHIBABAD,HOWRAH,BHUSHAN
CT4QBV00,MH48AG1442,2020-07-30 09:48:53,2020-08-03 12:51:43,MERAMANDALI,KHOPOLI,BHUSHAN
CT5QBV00,RJ04GA8623,2020-07-30 09:54:22,2020-08-03 10:00:17,MERAMANDALI,KHOPOLI,BHUSHAN
CTPQBV00,UP12AT3535,2020-07-30 15:56:06,2020-07-31 02:19:36,SAHIBABAD,NEW DELHI,BHUSHAN
CTTTBV00,MH46BM0639,2020-07-31 06:41:52,2020-07-31 10:32:47,KHAPOLI,PUNE RANJANGOAN,BHUSHAN
CTK1CV00,NL01K1209,2020-07-30 21:07:32,2020-08-03 09:01:19,MERAMANDALI,NELLORE,BHUSHAN
CT22CV00,NL01AA0214,2020-07-30 22:32:21,2020-08-02 22:31:31,MERAMANDALI,GUWAHATI,BHUSHAN
CTJCCV00,HR38T6041,2020-07-30 22:34:35,2020-07-31 02:46:34,SAHIBABAD,SHAMLI,BHUSHAN
CTCDCV00,HR38X6038,2020-07-30 22:34:31,2020-08-01 13:32:46,SAHIBABAD,JODHPUR,BHUSHAN
CTANCV00,MH03CP0847,2020-07-30 18:55:30,2020-07-30 20:00:43,KHAPOLI,MUMBAI,BHUSHAN
CTW2DV00,RJ02GB2905,2020-07-31 07:42:21,2020-08-05 04:29:39,MERAMANDALI,Ghaziabad,BHUSHAN
CT03DV00,RJ04GB5775,2020-07-31 10:17:49,2020-08-04 08:35:49,MERAMANDALI,KHOPOLI,BHUSHAN
CT13DV00,RJ04GB8155,2020-07-31 13:35:54,2020-08-05 14:32:42,MERAMANDALI,KHOPOLI,BHUSHAN
CTD7DV00,PB05AB8633,2020-07-31 07:52:23,2020-08-01 05:33:43,SAHIBABAD,Jalandhar,BHUSHAN
CTP7DV00,HR38X5426,2020-07-31 16:38:28,2020-08-01 08:02:19,SAHIBABAD,FEROZEPUR,BHUSHAN
CTV7DV00,RJ01GC2049,2020-07-31 00:06:29,2020-07-31 09:49:47,SAHIBABAD,Jaipur,BHUSHAN
CTCBDV00,UP14HT1775,2020-07-31 04:23:11,2020-07-31 04:46:51,SAHIBABAD,NOIDA,BHUSHAN
CTJHDV00,HR67B0084,2020-07-31 03:20:01,2020-08-03 23:38:20,SAHIBABAD,HOWRAH,BHUSHAN
CTQYDV00,HR38V1533,2020-07-31 16:29:09,2020-08-01 02:54:49,SAHIBABAD,BHIWADI,BHUSHAN
CT0ZDV00,RJ04GB6547,2020-07-31 10:18:26,2020-08-04 06:59:09,MERAMANDALI,TALOJA,BHUSHAN
CT1ZDV00,RJ02GB2207,2020-07-31 07:44:07,2020-08-05 04:35:24,MERAMANDALI,PANIPAT,BHUSHAN
CTQZDV00,RJ02GB4988,2020-07-31 04:52:22,2020-08-03 06:41:05,MERAMANDALI,HYDERABAD,BHUSHAN
CTSZDV00,CG07CA8379,2020-07-31 14:16:56,2020-08-02 05:43:17,MERAMANDALI,HALDIA,BHUSHAN
CTU1EV00,RJ39GA3622,2020-07-31 10:52:20,2020-08-03 21:19:57,MERAMANDALI,ANJAR,BHUSHAN
CTK3EV00,NL01K3339,2020-07-31 23:50:29,2020-08-06 08:04:14,MERAMANDALI,Aluva,BHUSHAN
CTV3EV00,RJ04GA5446,2020-07-31 17:25:37,2020-08-06 09:34:36,MERAMANDALI,ANJAR,BHUSHAN
